4.035, 5.02, 79, 7, 0.042629061690350654, 0.26629691690530644; 
4.034, 4.864, 3, 1, 0.034573825222380845, 0.95; 
4.113, 4.864, 3, 20, 0.040220460974466715, 0.45585881276338625; 
4.127, 4.864, 3, 20, 0.03849533929906512, 0.5729337159016713; 
4.017, 4.717, 48, 7, 0.010391679706479693, 0.23627145016254852; 
4.074, 5.02, 36, 18, 0.020860645109935547, 0.95; 
4.13, 4.864, 3, 1, 0.03393105263265501, 0.01; 
4.15, 5.556, 26, 12, 0.027723478129206235, 0.4253318353177263; 
4.091, 4.864, 17, 7, 0.042629061690350654, 0.26629691690530644; 
4.161, 5.02, 26, 18, 0.07455033473419453, 0.921620523681944; 
4.014, 4.864, 40, 20, 0.049882575754112354, 0.95; 
4.037, 4.579, 40, 20, 0.038387386655888096, 0.95; 
4.077, 4.579, 40, 19, 0.055806706931159716, 0.95; 
4.023, 4.717, 39, 18, 0.06251839253742851, 0.3886722467310537; 
4.049, 4.864, 37, 20, 0.0513447151866984, 0.18156442801341133; 
4.058, 5.365, 30, 20, 0.0565989079152651, 0.95; 
4.115, 5.187, 21, 12, 0.05381100855218009, 0.95; 
4.023, 4.864, 37, 12, 0.05384926942992762, 0.95; 
4.149, 5.02, 40, 20, 0.05646007661130832, 0.95; 
4.127, 4.717, 40, 20, 0.05476360406847941, 0.95; 
4.163, 5.02, 40, 20, 0.05591303986340333, 0.95; 
4.01, 5.02, 40, 20, 0.0563290988501886, 0.95; 
4.11, 4.717, 40, 20, 0.06718979527416401, 0.95; 
4.071, 5.02, 11, 1, 0.012263712860640654, 0.6776530526865499; 
4.079, 5.187, 11, 1, 0.016242721181417816, 0.28525508887946055; 
4.175, 5.02, 12, 1, 0.021003855906604432, 0.7688092972944873; 
4.053, 4.579, 12, 2, 0.02851198079286701, 0.01; 
4.084, 5.02, 12, 2, 0.023927575840386715, 0.47485339878808; 
4.168, 5.187, 11, 2, 0.020853692553263064, 0.7507008904047977; 
4.217, 5.187, 12, 1, 0.02513298940334842, 0.95; 
4.002, 4.864, 13, 2, 0.025502393926977954, 0.6575346878143146; 
4.094, 4.864, 10, 1, 0.018964397982087555, 0.95; 
4.111, 4.864, 10, 1, 0.02050472382975895, 0.95; 
4.101, 5.365, 11, 1, 0.02163830572926077, 0.01; 
4.011, 5.187, 10, 2, 0.020609149953746592, 0.95; 
4.114, 4.717, 12, 2, 0.021186368635749558, 0.01; 
4.273, 6.757, 13, 1, 0.01976795304405999, 0.6143457000940965; 
4.028, 5.187, 11, 2, 0.019963867091279168, 0.95; 
4.164, 4.717, 12, 2, 0.020626162014778796, 0.1580932087903012; 
4.075, 4.717, 11, 1, 0.029222835339075527, 0.802920375880361; 
4.022, 5.187, 13, 1, 0.02071329220072093, 0.07689561505393923; 
4.177, 5.02, 11, 1, 0.022411605630802866, 0.95; 
4.02, 4.717, 13, 2, 0.02003077627041724, 0.01; 
4.13, 4.717, 12, 1, 0.021579487107430798, 0.95; 
4.008, 4.717, 10, 1, 0.02453664109973538, 0.95; 
4.282, 6.757, 13, 1, 0.019443004622385747, 0.01; 
4.143, 5.02, 12, 1, 0.0196825304828584, 0.01; 
4.032, 4.717, 13, 2, 0.019559491193064486, 0.09980005856723444; 
4.144, 4.864, 13, 1, 0.02027127607081292, 0.01; 
4.07, 4.864, 12, 1, 0.019834779043034573, 0.01; 
4.063, 5.187, 13, 1, 0.020042015732686123, 0.95; 
4.007, 5.187, 13, 1, 0.02007224904099315, 0.01; 
4.017, 4.717, 10, 2, 0.04166253537844816, 0.09470269786465318; 
4.06, 5.187, 13, 1, 0.02006303468159766, 0.01; 
4.068, 5.02, 10, 1, 0.023711106441363948, 0.01; 
4.072, 4.864, 10, 1, 0.019511469868708897, 0.01; 
4.186, 6.757, 13, 1, 0.0195938691919458, 0.95; 
4.002, 4.864, 10, 1, 0.022949146058155304, 0.01; 
4.046, 4.717, 13, 1, 0.023992731497057565, 0.01; 
4.088, 4.864, 10, 1, 0.019613274845415488, 0.95; 
4.057, 4.864, 10, 1, 0.020126176231955582, 0.95; 
4.095, 4.717, 13, 2, 0.03466278973551089, 0.4603473019832635; 
4.005, 4.717, 13, 1, 0.026212257203253653, 0.95; 
4.012, 4.717, 13, 2, 0.01923464272323548, 0.95; 
4.109, 5.365, 13, 2, 0.06681871787561648, 0.937777210540004; 
4.065, 5.187, 10, 2, 0.0198682465076824, 0.95; 
4.077, 4.717, 13, 2, 0.019585231186300324, 0.95; 
4.059, 4.864, 10, 1, 0.019608818978262187, 0.01; 
4.009, 4.717, 13, 2, 0.019433638978798774, 0.95; 
4.083, 4.864, 10, 1, 0.019467685371023946, 0.01; 
4.233, 5.556, 10, 1, 0.019355793245628205, 0.95; 
4.096, 4.864, 10, 1, 0.019211881155349216, 0.95; 
4.182, 5.556, 10, 1, 0.019310886027411732, 0.8923494365073732; 
4.083, 4.864, 10, 1, 0.019119971085165836, 0.95; 
4.059, 5.187, 10, 1, 0.027902499467834848, 0.7470614669400065; 
4.018, 5.02, 10, 2, 0.034815974292539395, 0.01; 
4.181, 6.757, 13, 1, 0.01754429505585256, 0.9154263983288274; 
4.095, 6.757, 13, 1, 0.017501355603448693, 0.8878922743517225; 
4.17, 6.757, 13, 1, 0.017508545302293788, 0.07001201445779444; 
4.107, 6.757, 13, 1, 0.017394917635848522, 0.8945618233000906; 
4.056, 5.556, 10, 1, 0.017677235966552796, 0.95; 
4.034, 5.187, 11, 1, 0.022979457636104293, 0.95; 
4.076, 4.717, 11, 2, 0.03538666059098002, 0.95; 
4.1, 6.757, 13, 1, 0.01750004004361443, 0.8428804817975247; 
4.071, 5.365, 12, 1, 0.017476671345623394, 0.5679309242567965; 
4.18, 6.757, 13, 1, 0.0175475327483974, 0.1260245118742637; 
4.06, 6.757, 13, 1, 0.017449539497182313, 0.9122835681729186; 
4.166, 6.757, 13, 1, 0.017528950745642643, 0.01; 
4.116, 5.187, 10, 2, 0.03176527155383323, 0.5872149343924828; 
4.082, 6.757, 13, 1, 0.017472676302099876, 0.95; 
4.17, 6.757, 13, 1, 0.017510548066597367, 0.12218145252065435; 
4.033, 6.757, 13, 1, 0.017436404573787517, 0.01; 
4.081, 5.02, 13, 2, 0.03075549384459015, 0.95; 
4.073, 4.864, 13, 2, 0.03560428333479732, 0.4510667808495322; 
4.008, 4.717, 10, 1, 0.017589113320506562, 0.2126086407498627; 
4.121, 5.365, 10, 2, 0.01774392278890024, 0.01; 
4.056, 5.556, 10, 1, 0.017680478939535057, 0.01; 
4.188, 4.864, 13, 2, 0.018001158013465097, 0.01; 
4.164, 4.864, 13, 2, 0.017551713271128016, 0.01; 
4.045, 4.864, 13, 2, 0.01744472260437055, 0.01; 
4.093, 4.864, 13, 2, 0.017520307708371048, 0.1109634423563489; 
4.04, 4.864, 10, 2, 0.017591026815322312, 0.06354219645150397; 
4.153, 5.365, 10, 2, 0.01779005406340943, 0.01; 
4.087, 5.365, 13, 2, 0.0312582571583785, 0.3740814077053568; 
4.077, 4.717, 13, 2, 0.02397682933516564, 0.01; 
4.129, 5.187, 13, 2, 0.033243274336788586, 0.01; 
4.204, 4.864, 13, 2, 0.03569359777333885, 0.01; 
4.067, 5.02, 12, 2, 0.03659332621532606, 0.01; 
4.132, 5.76, 13, 2, 0.0226265875806052, 0.01; 
4.09, 5.187, 10, 2, 0.022887711819570843, 0.01; 
4.048, 4.717, 12, 2, 0.030411417421261803, 0.3874594245283056; 
4.02, 5.187, 13, 2, 0.030326263018076654, 0.01; 
4.023, 5.187, 10, 2, 0.023176845255626983, 0.01; 
4.119, 5.187, 10, 2, 0.022877636891473072, 0.01; 
4.195, 5.365, 10, 2, 0.031107119823509603, 0.33164411270203376; 
4.245, 5.365, 10, 2, 0.031564553198694445, 0.40704691560662143; 
4.036, 5.02, 13, 2, 0.03085424590004463, 0.3735065415624115; 
4.163, 5.365, 10, 2, 0.031352110624444034, 0.3557906196966243; 
4.23, 5.365, 10, 2, 0.031385485174518946, 0.3309425853826701; 
4.064, 5.02, 10, 2, 0.03089317215010364, 0.3732421046094594; 
4.179, 5.365, 10, 2, 0.03163467248720152, 0.3478618649490806; 
4.116, 5.187, 10, 2, 0.03175746989164284, 0.3501628755547691; 
4.136, 5.365, 10, 2, 0.03167410799939095, 0.3504743472181591; 
4.045, 5.02, 10, 2, 0.03343159050166441, 0.3457550541623988; 
4.064, 5.02, 10, 2, 0.030904625994134585, 0.01; 
4.03, 5.02, 10, 2, 0.028718154283007596, 0.39746307018727356; 
4.172, 5.365, 10, 2, 0.03150251920433754, 0.01; 
4.162, 5.02, 10, 2, 0.029994531889007185, 0.01; 
4.084, 5.02, 10, 2, 0.030246830825263676, 0.01; 
4.128, 5.187, 10, 2, 0.031792686318491414, 0.01; 
4.155, 5.365, 10, 2, 0.03135694954131294, 0.01; 
4.155, 5.365, 10, 2, 0.031361012365155067, 0.01; 
4.056, 5.02, 10, 2, 0.029494490355855284, 0.01; 
4.149, 5.02, 10, 2, 0.0324246778743344, 0.01; 
4.018, 5.02, 10, 2, 0.032818478936995396, 0.01; 
4.004, 5.02, 10, 2, 0.02960937079220073, 0.01; 
4.004, 5.02, 10, 2, 0.0329254327367021, 0.01; 
4.032, 5.02, 10, 2, 0.028150529221335412, 0.01; 
4.072, 5.02, 10, 2, 0.02885894416701712, 0.35954249877720396; 
4.084, 5.02, 10, 2, 0.0302568647967384, 0.4007879230869716; 
4.173, 5.02, 10, 2, 0.0299367846976141, 0.30825859694726765; 
4.121, 5.02, 10, 2, 0.028364869836089584, 0.3240165679613063; 
4.044, 5.02, 10, 2, 0.028708009197126516, 0.35094839259465815; 
4.119, 5.187, 10, 2, 0.03177969234245905, 0.2969127838759026; 
4.163, 5.365, 10, 2, 0.03135080096022527, 0.28508981088014496; 
4.103, 5.02, 13, 2, 0.031171135280245836, 0.27108323928439637; 
4.173, 5.365, 10, 2, 0.03166269720085357, 0.29381931901488784; 
4.128, 5.187, 10, 2, 0.031802321047240824, 0.29326628930513193; 
4.128, 5.187, 10, 2, 0.031796433278184294, 0.29409180211470914; 
4.104, 5.187, 10, 2, 0.03181335007439155, 0.2910687588231702; 
4.14, 5.02, 13, 2, 0.0311512170245073, 0.2721218327047178; 
4.034, 5.02, 11, 2, 0.031110398985850846, 0.26268232465423336; 
4.118, 5.556, 10, 2, 0.03211841254348682, 0.297504908659422; 
4.18, 5.187, 10, 2, 0.03185522279957271, 0.27574300177586075; 
4.147, 5.556, 10, 2, 0.032065721231010993, 0.2737730285038324; 
4.084, 5.556, 10, 2, 0.032149905798804376, 0.26982712929262953; 
4.228, 5.556, 10, 2, 0.03189775587134883, 0.269564206410437; 
4.05, 5.02, 10, 2, 0.03272857899116494, 0.2938494693998622; 
4.23, 5.365, 10, 2, 0.031376613698606816, 0.27222888957316693; 
4.131, 5.02, 11, 2, 0.03116247236966435, 0.26198280721699024; 
4.265, 5.365, 10, 2, 0.031406644333364785, 0.27219347281888406; 
4.093, 5.365, 10, 2, 0.03144358435831206, 0.2692365765223375; 
4.141, 5.02, 10, 2, 0.03248199576486683, 0.2451058300622316; 
4.179, 5.365, 13, 2, 0.03121534592806962, 0.256038271470165; 
4.165, 5.365, 10, 2, 0.03096760205327603, 0.2723587623669206; 
4.147, 5.365, 13, 2, 0.03131006590630942, 0.29361074408687377; 
4.064, 5.02, 10, 2, 0.030905035827024908, 0.26089594121667825; 
4.094, 5.187, 10, 2, 0.03223301056642273, 0.2841349422540297; 
4.147, 5.365, 13, 2, 0.03131848089617415, 0.2853395742954844; 
4.224, 5.365, 10, 2, 0.03158063578757437, 0.2642845035134568; 
4.116, 5.187, 10, 2, 0.031751610145328076, 0.25888706409964324; 
4.057, 5.02, 10, 2, 0.03313495725644957, 0.2895854853598939; 
4.147, 5.02, 10, 2, 0.030514168700003026, 0.35626744049241127; 
4.156, 5.02, 10, 2, 0.0307645913174776, 0.4008109056678664; 
4.116, 5.02, 10, 2, 0.03035330735752335, 0.28323134968700403; 
4.105, 5.02, 10, 2, 0.030328041337830427, 0.3728535419009329; 
4.195, 5.365, 10, 2, 0.03111155730083342, 0.4288986498368774; 
4.064, 5.02, 10, 2, 0.03089004154220901, 0.4443118206747124; 
4.15, 5.02, 10, 2, 0.030373478152613223, 0.2880342484236021; 
4.111, 5.02, 10, 2, 0.0306099208853497, 0.2951976693823553; 
4.15, 5.02, 10, 2, 0.030374440275360303, 0.28336197303111815; 
4.117, 5.02, 10, 2, 0.03084621432693713, 0.4426986131311738; 
4.06, 5.02, 13, 2, 0.030819976011934636, 0.263548542458548; 
4.242, 5.365, 10, 2, 0.03139963779142598, 0.4391419301853789; 
4.225, 4.717, 12, 1, 0.03141626166430051, 0.95; 
4.235, 5.02, 11, 1, 0.03536812835232474, 0.95; 
