37.5, 40.0, 80, 2, 0.5847902811045499, 0.5710391484696978; 
38.2, 42.0, 46, 1, 0.34449074408520386, 0.3236860944706806; 
46.6, 50.0, 16, 4, 0.042403043112422496, 0.6886788459308153; 
38.5, 42.0, 94, 1, 0.7441594483124842, 0.5904326190500536; 
45.3, 48.0, 62, 1, 0.01739451253855768, 0.5032881806428858; 
38.1, 40.0, 41, 1, 0.7303192635792104, 0.22880506000448603; 
39.2, 42.0, 11, 3, 0.2869082472512454, 0.9342370326583811; 
37.7, 38.0, 48, 4, 0.5102626231869761, 0.4334692968513705; 
38.2, 40.0, 3, 5, 0.42250983456237, 0.37229151238752123; 
42.8, 44.0, 4, 2, 0.1808449969729062, 0.6522677076959308; 
42.5, 44.0, 100, 5, 0.12357247656636977, 0.035172800113758354; 
35.0, 38.0, 2, 5, 0.0001, 0.07695252799661569; 
37.3, 42.0, 76, 5, 0.0001, 0.7789347268415564; 
45.0, 48.0, 96, 1, 0.015227304281483538, 0.309036293785258; 
41.5, 42.0, 61, 4, 0.12511294090793973, 0.6818258087361427; 
41.4, 44.0, 71, 1, 0.11106355595336631, 0.4226410804396873; 
46.2, 50.0, 26, 2, 0.06386168961749605, 0.03156137515404974; 
40.9, 42.0, 8, 5, 0.2202629886818549, 0.04609576786253366; 
38.0, 40.0, 61, 5, 0.6644980601254333, 0.8832527708708785; 
38.9, 42.0, 39, 1, 0.23405480719327923, 0.07586178706110887; 
44.2, 46.0, 57, 5, 0.08176635724716318, 0.9174851226357519; 
37.9, 42.0, 83, 1, 0.4447400938895713, 0.9419497522815276; 
39.8, 42.0, 34, 5, 0.7495636848221415, 0.014431024253141592; 
38.2, 40.0, 51, 5, 0.35956171857305447, 0.9360774271724315; 
38.2, 42.0, 6, 1, 0.6276443289560641, 0.566110605700656; 
44.5, 48.0, 76, 2, 0.05223263367301249, 0.95; 
41.3, 44.0, 43, 5, 0.17019425857717754, 0.03746516153584605; 
38.1, 40.0, 46, 5, 0.6059565761591909, 0.03982014996495414; 
43.8, 46.0, 99, 4, 0.061695729510411725, 0.010084580953964545; 
37.7, 40.0, 100, 1, 0.3940627729281103, 0.30739126867431626; 
47.0, 50.0, 8, 3, 0.014057048740057584, 0.95; 
38.5, 42.0, 99, 3, 0.7499500114793366, 0.2813041772482647; 
37.9, 40.0, 72, 3, 0.4065826504606604, 0.02678241646113943; 
47.7, 50.0, 9, 3, 0.03985624146488147, 0.01; 
41.2, 44.0, 24, 3, 0.20004521830320066, 0.010702612758585662; 
38.4, 40.0, 78, 3, 0.6515868377965309, 0.9456643830881599; 
43.6, 46.0, 2, 2, 0.003796557282627102, 0.07339280608518388; 
46.8, 48.0, 13, 3, 0.05379097029408267, 0.95; 
38.9, 40.0, 20, 4, 0.29961945461860023, 0.012925376729830854; 
37.8, 40.0, 50, 1, 0.5181502441161782, 0.0393705756682329; 
40.0, 42.0, 12, 4, 0.7485987042329691, 0.9039536059316576; 
46.3, 48.0, 10, 3, 0.08398789726315374, 0.01; 
38.3, 40.0, 50, 2, 0.2923782359802992, 0.035484012090390926; 
37.2, 40.0, 93, 5, 0.5203593322250633, 0.9182792543488094; 
37.7, 38.0, 30, 3, 0.49029821417382113, 0.9481223542805487; 
37.6, 40.0, 88, 4, 0.6711300676968008, 0.010094165906933399; 
38.7, 40.0, 96, 4, 0.2247370689256785, 0.9410699141346113; 
44.9, 46.0, 99, 4, 0.028955544253095378, 0.95; 
45.0, 48.0, 2, 3, 0.03559950409563287, 0.6480908809483531; 
43.8, 46.0, 20, 3, 0.12942031711925062, 0.940268464456255; 
38.4, 42.0, 54, 2, 0.6775842048441113, 0.011513276838513995; 
39.4, 42.0, 15, 5, 0.2768653206260636, 0.9315502301690427; 
37.5, 40.0, 34, 3, 0.565701455320816, 0.014094133621456777; 
